time,RSI
2015-08-31,41.9757
2015-08-28,43.1395
2015-08-27,42.4393
2015-08-26,28.1302
2015-08-25,31.6023
2015-08-24,33.5343
2015-08-21,40.3618
2015-08-20,42.9947
2015-08-19,44.2428
2015-08-18,45.6284
2015-08-17,47.5183
2015-08-14,50.5391
2015-08-13,43.1654
2015-08-12,43.7304
2015-08-11,47.6420
2015-08-10,50.8379
2015-08-07,49.6332
2015-08-06,50.5969
2015-08-05,50.3149
2015-08-04,50.2250
2015-08-03,53.2397
2015-07-31,56.0389
2015-07-30,55.8221
2015-07-29,52.4540
2015-07-28,50.8329
2015-07-27,56.3301
2015-07-24,59.6691
2015-07-23,59.0506
2015-07-22,58.6116
2015-07-21,54.1393
